ssid;phase;retweetCount;likeCount;replyCount;content;sentiment
0;3;0;0;2; mi sembra che qui son altri che si dovrebbero scusarsi con lei! Tutto il mio sostegno per lei e le sue idee! #iostoconbarilla;0.0
0;3;0;0;0; used to buy Barilla pasta, no more!;-0.3125
0;3;0;0;0; I am offended that there are no commercials advertising with Eskimo families.  Where do I complain?;0.0
0;3;0;0;0; @BarillaUS Désolé mais pour moi c'est terminé les pâtes Barilla. Il y a bien d'autres marques bien plus sympathiques !!!;0.0
0;3;0;0;0; io nn credo lei debba scusarsi con nessuno ha espresso esclusivamente un opinione e con i suoi soldi e libero di fare ciò che vuole;0.0
0;3;0;0;0; !! I'm not gay But I'm offended on behalf on people who are - I'll NEVER buy your pastastuff again;-0.20833333333333334
0;3;0;0;0; barilla di mierda;0.0
0;3;0;1;0; Going to buy some Barilla pasta. #BarillaMakesFamilyTime;0.0
0;3;0;0;0; Dott. Barilla lei non deve scusarsi di nulla. #iostoconBarilla;0.0
0;3;0;0;0; Following to the recent declarations please watch the new message that Barilla Company broadcast on http://t.co/WbjRHfuJjm;0.04545454545454545
0;3;1;0;0; you just lost a customer for your bigoted remarks. #Italiansagainstbarilla #gaysdoeatpasta @anthonypapini http://t.co/Xf2MYp2Jd2;0.0
0;3;0;0;0; concordo con Lei! Ma la famiglia per me e sacra! Diritti a tutti, ma senza confondere  carte in tavola! Mangerò Barilla e M.Bianco!;0.0
0;3;0;0;0; Non ti devi scusare, Guido ti do del tu, ognuno in questo paese, deve essere libero di pensarla come vuole,tanti la pensano come te;0.0
0;3;0;0;0; has a new pasta coming out: http://t.co/mzuryAsv4T #boicottabarilla;0.13636363636363635
0;3;0;0;0; Ha espresso una opinione legttima anche se mediaticamente ingenua. Non si preoccupi, oggi l'eterofobia la fa da padrone;0.0
0;3;0;0;0; grazie per difendere pubblicamente il valore della famiglia, il resto sono discussioni sterili per chi vuol solo far polemica;0.1
0;3;0;0;0; CUNTS;0.0
0;3;4;2;2; @Lecchinimichele lei non deve scusarsi, Dott. Barilla, ha espresso la sua opinione, che è anche la mia;0.0
0;3;0;1;0;Vivo all'estero e andavo apposta in supermercati dove potevo trovare la pasta  ora non lo faró piu!;0.0
0;3;0;0;0; @roby_italy_51 purtroppo in Italia non si può più dire quello che uno pensa quando si parla di gay chiesa politica democrazia? Ma!!;0.6510416666666667
0;3;0;0;0; grazie p;0.0
0;3;0;0;0; La ringraziamo per questa puntualizzazione. Un simbolo dell'Italia non può discriminare! :-);0.5
0;3;0;0;0;" some shithead Italian who inherited a company is now fucking it up

lots of companies make noodles you homophobic assholes";-0.3
0;3;0;0;0; buh-bye! Crossing off my grocery list. Don't Like #Barilla's #Anti-Gay Statements? Eat This #Pasta Instead http://t.co/6kSFr9ejMG;0.0
0;3;0;0;0; Shall not buy your pasta anymore til it's ok for everyone;0.5
0;3;0;0;0; #barilla mai neri sarebbe stato inaccettabile razzismo x tutti, mai gay x alcuni è solo scelta aziendale. Ce n'è di strada da fare!;0.5208333333333334
0;3;0;0;0;" It's ok; @dececcodal1886 is way better pasta anyways";0.5
0;3;0;0;0; Where can I buy your products in the UK? After the comments made praising a normal family I want to buy your products. Well done!;0.1875
0;3;0;1;0; pasta....goodbye. Get with the program.;0.0
0;3;0;0;0; Too Little, Too Late! #BoicottaBarilla;-0.28125
0;3;0;0;0; Ciao Guido, ma quanto hai perso in borsa ra ieri ed oggi? ha-ha-ha;0.0
0;3;0;1;0; @Lecchinimichele Guido siamo con te!!!;0.0
0;3;0;0;0; @BarillaUS Unfortunately, the damage is done. Bigoted statements = your loss. LGBT families have an abundance of $$$, but not 4U;-0.5
0;3;0;0;0; hahaha. Ma per favore. Ignorante;0.2
0;3;0;0;0;" la prossima volta accenda il cervello prima della lingua, signor ""tradizionale"" sposato due volte.";-0.125
0;3;0;0;0; @dececcodal1886 rules.;0.0
0;3;0;0;0; si e' signori quando nonostante non abbiano nulla da scusarsi   lo fanno comunque!;0.0
0;3;0;0;0; produce i 'ditalini', ma non i 'cazzetti'... se non è discriminazione questa (o i segotti) #boicottabarilla;0.0
0;3;0;0;0; duoble face: lo sapevi che Banderas biscottini#Mulino Bianco è icona gay? Talvolta si può anche tacere;0.4166666666666667
0;3;0;0;0; omofobi, siete voi la rovina dell'italia!;0.0
0;3;0;1;0; @BarillaUS We won't let a minority of homosexual radicals bully the traditional majority anymore. #BarillaBUYcott;0.0
0;3;0;0;0; Ah ma allora le orecchiette non le fate?;0.0
0;3;0;0;0; 'would never do an advert with a homosexual family… if the gays don’t like it they can eat another brand' http://t.co/8z81kxAv1D;0.0
0;3;0;0;0; vediamo quante volte ancora sparisce il messaggio;0.0
0;3;0;0;0; se vabbe';0.0
0;3;0;0;0; Gays 'Can Eat Another Brand of Pasta' http://t.co/8LCaWDb7Zv via @mediaite Apology? It is what it is #Homosexuality is #DESTRUCTIVE;-0.6
0;3;0;0;0; non hai urtato nessuno! Io sono con te! La famiglia è una, Sacra, imprescindibile da Moglie e Marito, Uomo e Donna!;0.0
0;3;0;0;0; gay ppl don't want to eat your brand any more! Thanks;0.4138888888888889
0;3;0;0;0; I will never buy your products again #stophomophobia;0.0
0;3;0;0;0;" u found out what happens when you make a statement as you did.
my ? why would any CEO jeopardize a any customer base #IdiotCEOs";-0.8
0;3;0;0;0; scusarsi per cosa? Per un pensiero personale?Ma scherziamo? Ce ne fossero persone come lei! W la famiglia tradizionale w la barilla;0.0
0;3;0;0;0; : Russia’s No. 1 Pasta http://t.co/R08qJwOl67;0.0
0;3;0;0;0; non hai idea della cacca clamorosa che avete pestato bella gente ...;0.0
0;3;0;0;0; I am going 2 buy some spaghetti 2day I think the uproar over stance against homosexuality is ridiculous u have the right #cnn #usa;-0.023809523809523808
0;3;0;0;0; @BarillaUS  fuck you.;-0.4
0;3;0;0;0; #BOYCOTT;0.0
0;3;0;0;0; ho sentito l'intervista. non si deve scusare di niente. Sono tempi come il fascismo vissuto da mio nonno!;0.0
0;3;0;0;0; I think some one in PR had the day off.;0.0
0;3;0;0;0;" suggerisco di correre ai ripari: assumete un direttore marketing di fama mondiale. Non aggiungo altro... 
Ho qualche idea";0.0
0;3;0;0;0; as you say, if I don't like your views I should buy another brand. Going to buy another brand and hope you go bankrupt.;0.0
0;3;0;0;0; Barilla... farsi imbustare così, sulla comunicazione, è imbarazzante...quasi un contrappasso.;0.0
0;3;0;0;0; Omofobi del cazzo,cosa ne sapete voi della famiglia?;0.0
0;3;0;0;0; non comprerò mai più pasta barilla :) mai più :);0.5
0;3;0;1;0; @BarillaUS I will never entertain spending my money on your products and would urge everyone to do the same #Shameful #Boycott;0.0
0;3;0;0;0; io #pastagarofalo mai più barilla #boicottabarilla;0.0
0;3;0;0;1; Sarebbe stato meglio dichiarare eventuali micotossine nel grano duro piuttosto che crusca avariata nelle vostre menti. #sbarillati;0.0
0;3;0;0;0; sposta l'attenzione su un'altro tema rischiando, ma ottime il pieno di attenzione - anali by #smeter di @MaxfoneItalia;0.0
0;3;0;1;0; sono farfalle non rigatoni .... ora dite che è omofobo mi raccomando ! LOL;0.8
0;3;0;0;1;" #Gays can eat someone else's pasta."" I don't eat a lot of pasta, but when I do, its @RONZONIpasta: #p2b http://t.co/8UWC9BT329";0.0
0;3;0;0;0; You were part of our life. Now? I'll eat another #boycottbarilla It really stinks you destroyed one of our favourite brands.;-0.6
0;3;0;0;0; Did buy 3-4 packs a week. Never again! Hope heteros eat a lot, because us gays are leaving it to rot on the shelf;0.0
0;3;0;0;0; , rappresenti perfettamente lo stereotipo dell'italiano tarato.;0.0
0;3;0;0;0; ..mi auguro che tu ti sia reso conto di av detto una castroneria contraria ai tuoi stessi interessi. Spot sarebbe segnale concreto;0.0
0;3;0;0;0; @Lecchinimichele  #persone #Barilla non si scusi tutti noi siamo liberi di esprimere le proprie opinioni ps la penso come Lei;0.0
0;3;0;0;0; da piccola sognavo di essere la bimba salvagattino. Oggi punterei alle vostre #digitalpr. Evoluzioni di mktg #seneparla;0.0
0;3;0;0;0; ha espresso un suo pensiero  libero sulla famiglia;0.0
0;3;1;0;0; is really in some hot water now   :-/;0.06666666666666667
0;3;0;0;0;" ancora più fastidioso di una 
Zanzara è la speculazione di chi si schiera per tornaconto con inutili guerre a colpi di marketing!!";0.0
0;3;0;0;0; @Lecchinimichele Parla a chi non vuol sentire.Porti pazienza.;0.0
0;3;0;0;0;" &amp; @ForzaNuova partnership ;)";0.25
0;3;0;0;0; never will buy again;0.0
0;3;0;0;0; Io AMO la pasta Barilla!!! 🍝🍝🍝👍;0.0
0;3;0;0;0; non devi scusarti e tutta l'Italia che ti ha attaccato che deve scusarsi;0.0
0;3;0;0;0; ho come l'impressione che la sensibilità di molti si sia ingigantita appositamente per essere urtata.;0.0
0;3;0;0;0; @MILANISTAORGOGL lei non si deve scusare di nulla.Le sue idee e i suoi valori non offendono nè prevaricano e devon esser rispettate;0.0
0;3;0;0;0; NON MOLLARE.;0.0
0;3;0;0;0; NON SCUSARTI!!!HAI RAGIONE E BASTA!;0.0
0;3;0;0;0;" ho articolato il mio pensiero sulla vicenda: 
Dove c’è Barilla c’e anche casa… mia… 
http://t.co/DRMaqdJF1O";0.0
0;3;1;0;0; @roby_italy_51 non c'era bisogno.;0.0
0;3;0;0;0; cosa nn si fa x vendere vero?;0.0
0;3;0;0;0; doesn't want homosexuals to adopt or to use them in commercials. Of course, the gays are now in a #tizzy. http://t.co/AmuWE6owbA;0.0
0;3;0;0;0; una grande azienda con vedute da provincia...;0.0
0;3;0;0;0; 👏👏 Senza ombra di dubbio .Bravo ora basta;0.0
0;3;0;0;0; guido o come ti chiami, guardatelo va hahaha http://t.co/q1Bu0Yor11 #barilla;0.2
0;3;0;0;0; ha scoperto che gli euro dei gay valgono come gli euro degli etero.;0.4166666666666667
0;3;0;0;1; le propongo me e la mia ragazza come protagoniste del nuovo spot barilla.;0.0
0;3;0;0;0;" evita...la tua ""porca"" figura l'hai fatta xcui taci...";0.0
0;3;0;0;0; No Barilla pasta. Never.;0.0
0;3;0;0;0; Lei è libero di esprimere le proprie opinioni in merito alla famiglia tradizionale ma ovviamente deve accettare le conseguenze;0.0
0;3;0;0;1; Guido Barilla ,mi faccia la cortesia ,non si scusi, non voglio vivere in un paese dove si debba aver timore di parlare,NORMALMENTE.;0.0
0;3;0;0;0; Pasta Won't Feature Gay Families In Ads, Says Critics 'Eat Another Brand Of Pasta' http://t.co/AjZm7lx5xD via @HuffPostBiz #scemo;0.4166666666666667
0;3;0;0;0; La maggior parte degli Americani supportano la sua dichiarazione, non mi scuso;0.0
0;3;0;0;0;" I'm 1 heterosexual woman who wont consume your products again.Btw..""women are crucial in this"" sounds to me like a #sexist comment.";0.0
0;3;0;0;1;Sure u do. ;0.5
0;3;1;0;0; is anti-gay so now I'm in the morally ambiguous position of never having bought their shitty pasta in the first place.;0.125
0;3;0;0;0; vergognosa!!!Triplo buuuu!!! 👎;0.0
0;3;0;0;0; sommersa da polemiche per la puntata della @LaZanzaraR24. Ma non è libera di scegliere che pubblicità fare? http://t.co/iNAkU6FRQa;0.0
0;3;0;0;0; Entschuldigt sich für Äusserungen zu Homosexuellen. Aktivisten rufen zum Boykott auf. http://t.co/N3Cjjo0zve;0.0
0;3;0;0;0;" ma perchè non ha risposto "" ah sì bella idea e penso a lei e parenzo come testimonial""? si ricordi che oltre la pasta c'è il riso!";0.0
0;3;0;0;0; ha scelto il modo peggiore per per rimarcare la fedeltà all'idea portante della sua comunicazione http://t.co/IE5Ww6V08T;0.0
0;3;0;0;0; looks like the only pasta I am buying from now on is from you! #oppositeofboycott;0.0
0;3;0;0;0; tu madre;0.0
0;3;0;0;0; says 'Teh Gayz' can eat another brand of pasta? Guess what, this straight guy will too #LGBT http://t.co/U2ULWe3LgB @BarillaUS;0.2
0;3;0;0;0; Ditalini a go'go';0.0
0;3;2;0;0; @roby_italy_51 L'unica sensibilità che non deve mai urtare è quella del palato,per il resto finchè c'è liberta di opinione.......;0.0
0;3;0;0;0; Allow me to put this as clearly and succinctly as possible. FUCK YOU.;-0.09999999999999999
0;3;0;0;0; homophobic italy can now eat the pasta that many Americans won't be buying anymore.  Boycotting Barilla and your homophobic CEO.;0.5
0;3;0;0;0; non deve scusarsi di nulla. TUTTE le opinioni vanno rispettate;0.0
0;3;0;1;0;You are a bunch of hypocrites,  Even your apologies are pathetic. #Barilla #homophobia #boycott;-1.0
0;3;0;0;0; Thank you for simply standing for what you choose. We do not have to change beliefs because of pressure. That's freedom!;0.0
0;3;0;0;0; ummm, please stop with the anti gay comments. Kthxbye;0.4166666666666667
0;3;0;0;0; may target the «traditional» family, but as a traditional family we don't want to fund a homophobic pasta billionaire. so long!;-0.03125
0;3;0;0;0; boycotting you...also it just shows how homophobic and anti-gay Italy is.  Italy has tourism but is extremely anti-gay.;-0.125
0;3;0;0;1; @BarillaUS you carry high the name of Italy in the world. Say pasta say italia.;0.16
0;3;0;0;0; recommends a cheesy sauce of sexism and homophobia to go with its pasta range. #boicottabarilla;-0.5
0;3;3;0;0; @maria_serafi  Il problema non è di soldi ma di libertà. E di spina dorsale.;0.0
0;3;0;0;0; quanti bei fake che la sostengono,, mi fate un pò senso davvero..non avete un cervello, ma un cranio vuoto;-0.5
0;3;0;0;0; Mi dispiace sig. barilla piccolo piccolo..ma LA ZANZARA stavolta l' ha punta sul pisello..l'unico organo con il quale lei ragiona.;0.0
0;3;3;0;0; Famiglia come il lievito per la Società http://t.co/gf37CEVlgk;0.0
0;3;0;0;0; Barillaparadoxon - nudelhersteller findet nudelliebhaber abstossend...;0.0
0;3;0;0;0; CEO please donot apologize for saying what you said. I agree with what you said.;0.0
0;3;0;0;0; SEI UN GRANDE!!!!!;0.0
0;3;0;0;0; da oggi mangerò solo pasta barilla!!!;0.0
0;3;0;0;0; I salute you in ur time of trouble. Protect the image of family!;-0.25
0;3;0;0;0; compreremo sempre di piùla braille x sprezzo molto il mesaggio della sua pubblicità;0.0
0;3;0;0;0; Do you know staight people can eat another pasta manufacturer too? Cause that's what I'm doing for now on.;0.0
0;3;0;0;1; @roby_italy_51 fatti non parole!;0.0
0;3;0;0;0;" ...no, le scuse no. Guido ""Peso el tacòn del buso"" @roby_italy_51";0.0
0;3;0;0;0; I'm still a fan and will continue to eat Barilla pasta.  There is room for everyone at the table.;0.0
0;3;0;0;0; le scuse accettate: magari pensi un po' di più prima di dire cose che mettono oltretutto a rischio il lavoro di migliaia di persone;0.0
0;3;0;0;0; vergognati! Boycot from Turchia!;0.0
0;3;0;0;0; da questo momento solo Voiello.;0.0
0;3;0;0;0; PRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR @LoveMiTwoTime;0.0
0;3;0;0;0; @roby_italy_51 Non scusi un bel niente.tutti hanno il diritto di pensare ed agire secondo ratio!;0.0
0;3;0;0;0; grazie al fodatore, non di certo grazie ai rampolli così poco oculati!!!!;0.0
0;3;0;0;0; It is time the gay community will stop to bully others! Mind your own business! I will eat Barilla always. Barilla spag, soup,toast;0.6354166666666667
0;3;0;0;0; Is there anyway I can follow Barilla twice on Twitter?;0.0
0;3;0;0;2; Gays want us to be tolerant, but they are not tolerant towards anyone who does not promote them. Gays only care about themselves.;0.0
0;3;1;0;0; @ovvio76  Viva #Barilla ! Viva la Familia http://t.co/bHInr6Djl1  Francese;0.0
0;3;0;0;0; What is wrong with the world?? Don't mess with Barilla. Pick on someone else.;-0.3375
0;3;0;0;0; la mia è una famiglia tradizionale e mio marito è quello che cucina, ci prendi per un tuo spot?;0.0
0;3;0;0;0; Forza Guido! Sei un grande! La nostra famiglia mangia Barilla e ti appoggia pienamente! Forza e non arrenderti!;0.0
0;3;0;0;0; U might want to take down your twitter account.#GayFamily;-0.15555555555555559
0;3;0;0;0; It is a scary time when one cannot choose to follow their heart. Nobody would complain if it were reversed!;-0.625
0;3;0;0;0; No!I gay chiedono da decenni di essere ascoltati e rispettati ma quando si tratta di ascoltare e rispettare le scelte non lo fanno!;0.5208333333333334
0;3;0;0;0; Yeah! Stand your ground! I will buy only Barilla. Barilla, Barilla, Barilla!!!!!!!! We will not be bullied by the gay community!;0.2604166666666667
0;3;0;0;0; LA TUA INTERVIST HA FATTO IL GIRO DEL MONDO ORA SONO CAZZI TUOI COMPLIMENTI EMERITO DEFICENTE..RAZZISTA  SEI MEDIOCRE COME LA PASTA;-0.5
0;3;0;0;0; company is as ignorant as the gay bashing baffoons that take up space on earth.#will never use ur product;0.4166666666666667
0;3;0;0;0; Solidarietà piena a Guido Barilla e all'azienda, molto meno alle sue scuse e alle suo opinioni in materia di diritto matrimoniale;0.0
0;3;0;0;0; Free advice from a 20-year food marketer: BIG MISTAKE #PNID;0.2
0;3;0;0;0; pasta Barilla!lasciamo ragliare gli asini;0.0
0;3;0;0;0;" E assurdo che io debba preoccuparmi di dire che: PREFERISCO LA FAMIGLIA TRADIZIONALE: !!!!!!! 
Smettiamola  con le imposizioni!";0.0
0;3;0;0;0; dott.non deve scusarsi, ha esternato un onesto pensiero,la lobby gay lo ha strumentalizzato, poteva evitare Cruciani si sa com'è!;0.5208333333333334
0;3;0;0;0; @ferroice40 continuerò sempre e per sempre ad acquistare pasta merende e biscotti per aiutare  l'azienda più seria d'Italia!!!;0.0
0;3;0;0;0; @ferroice40 #iostoconBarilla. Non devi scusarti. loro non si scusano quando urtano ns sensibilità. #GRANDEBARILLA!;0.0
0;3;1;0;0; @ferroice40 Non doveva scusarsi!Lei ha sempre rispettato tutto e tutti!Non si faccia piegare da queste lobby potenti!Grazie :-);0.5
0;3;0;0;0;" 
ha espresso un'ottima opinione - Una famiglia normale è composta da una #Mamma e da un #Papà.
Le pubblicità sono #BELLISSIME";0.0
0;3;1;0;1; Sono un giornalista di Roma. Ho sempre amato la pasta Barilla e ora la amo ancora di più! Forza Guido!;0.0
0;3;0;0;0; Please please please, stick to your guns regarding family oriented commercials.  A family is made from a man and a woman.;0.0
0;3;0;0;0; why is it not ok to express an opinion? Now he's a bigot? Nothing wrong with traditional.;-0.25
0;3;0;0;0; Won't be buying this pasta any more.#GayFamily;0.0
0;3;0;0;0; He should be able to have his view, he's allow and there is NOTHING wrong with traditional standards ! God Bless !!;0.0
0;3;0;0;0;" One man+One Woman=Marriage 
I support u!";0.0
0;3;0;0;0; I agree with you and its nothing wrong with having your own personal opinion on things;0.033333333333333326
0;3;0;0;0; non fatevi prendere dallo spaghetto: si può rimediare!  #boicottabarilla la tradizione è in qualsiasi forma familiare;0.0
0;3;0;0;0; Guido #Barilla be careful! esiste la #gaystapo (grazie a @CampariedeM);-0.125
0;3;0;0;0; Sono omosessuale,e come ognuno ho libertà di scelta,scelgo di non acquistare più alcun prodotto barilla come ero solita fare.;0.0
0;3;0;1;0; - thanks for showing your company's stance on gay people.  Will make sure I avoid your products from now on #BarillaBoycott;0.37222222222222223
0;3;0;0;0; Grande Guido, Avanti a tutta Barilla!;0.0
0;3;0;0;0;"  BRAVO GUIDO VIVA BARILLA EAT PASTA BARILLA; A VERY GREAT BRAND#barillaboycott";1.0
0;3;0;0;0; We do prefer sincerity prior to commercial acts, commitment prior to marketing.#boicottabarilla;0.0
0;3;0;0;0; adesso comprerò solo pasta barilla...hai avuto il coraggio di dire quello che pensi...senza dire falsità x convenienza..;0.0
0;3;0;0;0; i bambini devono sviluppare da se le proprie preferenze!! Non venire plagiati da spot film telefilm;0.0
0;3;0;0;0; La democrazia é questa: esprimere liberamente la propria opinione. Ora dobbiamo vergognarci di sostenere la famiglia tradizionale?;0.0
0;3;0;0;0; Barilla brand is great and #Guigo Barilla is wright, very wright.;0.5
0;3;0;0;0; mi chiedo come possa G. Barilla cadere così ingenuamente segnando l'immagine d una delle più grandi aziende d'italia #BrandingFail;0.0
0;3;0;0;0;" e importante rispettare ma è anche importante salvaguardare le generazioni a venire che possono facilmente essere ""deviati""";0.0
0;3;0;0;0; anch'io non girerò mai spot pubblicitari, video musicali e cortometraggi con omosessuali: solo mignotte e coglioni tradizionali!;0.0
0;3;0;0;0;" @BarillaUS ""Verba volant, scripta manent"" &lt;--- Non lo dimenticate mai . Never forget about it #BoicottBarilla";0.0
0;3;0;0;0; un genio del marketing e della comunicazione, complimenti ! #boicottabarilla;0.0
0;3;0;0;0; Appology NOT accepted. Put your money where your mouth is.  Because I am still buying someone else's pasta.;0.0
0;3;0;0;0; piú Che scuse si guardi I trends sul marketing del consumatore- parliamo di business non di opinioni personali!!!;0.0
0;3;0;0;0;"  forse adesso dovreste seriamente pensare di fare una pubblicità  con famiglie ""non tradizionali""";0.0
0;3;0;0;0; allora lanci una campagna sulle tutte famiglie Che esistono!!;0.0
0;3;0;0;0; sig.Guido non c'è nulla di male e di cui scusarsi nell'esprimere una opinione sui propri valori.Lasci le chiacchiere a chi è perso.;0.0
0;3;0;0;0; #boicotbarilla;0.0
0;3;0;0;0; ognuno fa' le proprie scelte, chi di vita e chi commerciali! Continuate cosi'! appoggio estremo!!;0.0
0;3;1;0;0; passt nicht mehr in mein Weltbild #boykottbarilla;0.0
0;3;0;0;0; negli States chiede scusa. Lì la gente non è cretina come qui in Italia. Se il capo ti schifa, tu cambi azienda. E marca di pasta.;0.0
0;3;0;0;0; T's a bit late buddy. I'll chose another brand.;-0.3
0;3;0;0;0;" errare humanum est ;) e scivolare anche. Chi è senza peccato scagli la prima pietra [ Paese di critici non autocritici ] #barilla";0.25
0;3;0;0;0; No, grazie!;0.0
0;3;0;0;0; I hope you understand the impact of your bigotry : the world is not black or white , you are going to loose a lot of money .;0.002136752136752134
0;3;0;0;0; Ognuno ha la propria libera opinione. Le conseguenze del manifestarla, tuttavia, variano secondo CHI e COME la si esprime.;0.0
0;3;0;0;0; non si scusi, Lei, come Papa Francesco è uno dei pochi nella società che parla con senno e serietà. Da oggi userò SOLO Barilla;0.0
0;3;0;0;0; Barilla non è omofobo,nè maleducato. ha solo un concetto diverso da quello che ci vogliono imporre a tutti i costi! GRANDE GUIDO!;0.0
0;3;0;0;0; @BarillaUS very poor choice of words, equal to committing suicide. why would someone do that their own company? #boycottbarilla;0.026666666666666655
